finished,total_step,episode_length,total_speed,avg_speed,total_alpha,avg_alpha,total_reward,avg_reward,total_action,action_change_count,action_forward,action_forward_left,action_forward_right
True,309,14.346,7454.809,24.126,5511.925,17.838,52.183,0.169,310,38,69,97,144
True,307,14.243,7306.643,23.8,4234.046,13.792,53.83,0.175,308,44,58,99,151
True,329,15.286,7708.975,23.432,6139.313,18.661,54.994,0.167,330,42,51,114,165
True,301,14.002,7228.715,24.016,4519.121,15.014,57.355,0.191,302,51,61,97,144
True,286,13.284,7121.266,24.9,3269.388,11.431,66.67,0.233,287,42,84,81,122
False,234,10.988,5310.346,22.694,2994.688,12.798,44.413,0.19,235,35,34,85,116
True,337,15.647,7744.813,22.982,7444.222,22.09,48.678,0.144,338,47,50,117,171
False,319,14.814,7376.783,23.125,5211.7,16.338,57.482,0.18,320,48,58,107,155
True,315,14.698,7488.25,23.772,5191.206,16.48,61.298,0.195,316,42,75,102,139
False,312,14.581,7332.137,23.5,5340.759,17.118,52.931,0.17,313,49,59,98,156
True,315,14.703,7506.671,23.831,5731.159,18.194,56.235,0.179,316,45,60,103,153
True,299,14.025,7190.328,24.048,4440.072,14.85,59.02,0.197,300,52,55,100,145
False,243,11.232,5522.022,22.724,3239.609,13.332,46.964,0.193,244,29,33,90,121
False,317,14.834,7314.331,23.074,6550.874,20.665,45.204,0.143,318,40,49,105,164
True,305,14.161,7189.078,23.571,4617.1,15.138,46.562,0.153,306,42,57,103,146
True,301,14.054,7079.075,23.519,3966.24,13.177,61.909,0.206,302,40,68,100,134
True,302,14.068,7274.533,24.088,4491.342,14.872,48.697,0.161,303,39,51,100,152
True,321,14.944,7515.286,23.412,5615.646,17.494,53.061,0.165,322,42,41,119,162
True,330,15.319,7587.819,22.993,6147.539,18.629,50.413,0.153,331,46,60,112,159
True,307,14.286,7308.125,23.805,5212.812,16.98,59.426,0.194,308,35,83,85,140
True,320,14.843,7405.185,23.141,5506.368,17.207,48.725,0.152,321,44,59,105,157
False,316,14.785,7361.038,23.294,5293.789,16.752,57.613,0.182,317,52,55,103,159
True,310,14.392,7331.095,23.649,5753.371,18.559,48.449,0.156,311,47,64,99,148
True,314,14.622,7429.716,23.662,5284.044,16.828,51.873,0.165,315,46,49,109,157
True,289,13.439,7137.444,24.697,3698.66,12.798,58.863,0.204,290,48,88,79,123
True,311,14.518,7407.211,23.817,5221.262,16.789,56.589,0.182,312,53,56,105,151
True,314,14.57,7332.956,23.353,5049.317,16.081,51.656,0.165,315,48,63,101,151
True,308,14.387,7293.709,23.681,5216.951,16.938,52.687,0.171,309,49,55,103,151
True,313,14.491,7384.304,23.592,5144.894,16.437,51.742,0.165,314,47,54,107,153
True,302,14.198,7229.278,23.938,4604.156,15.246,52.177,0.173,303,39,50,104,149
False,315,14.525,7268.417,23.074,5137.387,16.309,56.036,0.178,316,46,65,100,151
True,319,14.805,7415.164,23.245,5414.898,16.975,54.713,0.172,320,53,58,109,153
True,309,14.46,7416.799,24.003,5513.298,17.842,52.821,0.171,310,39,59,102,149
True,311,14.475,7275.586,23.394,4297.935,13.82,55.903,0.18,312,53,52,110,150
True,320,14.757,7565.457,23.642,5569.309,17.404,52.305,0.163,321,36,50,114,157
True,317,14.709,7402.345,23.351,5700.748,17.983,53.704,0.169,318,60,58,104,156
True,308,14.307,7243.806,23.519,4974.687,16.152,48.121,0.156,309,38,51,111,147
True,312,14.645,7343.224,23.536,5206.578,16.688,53.319,0.171,313,51,44,110,159
True,311,14.512,7389.582,23.761,5950.692,19.134,44.681,0.144,312,44,57,103,152
True,299,13.872,7147.478,23.905,4914.389,16.436,46.004,0.154,300,44,67,99,134
True,317,14.836,7312.886,23.069,5380.451,16.973,51.295,0.162,318,54,57,109,152
True,317,14.802,7406.645,23.365,5372.759,16.949,49.661,0.157,318,48,61,104,153
True,311,14.458,7240.053,23.28,4617.786,14.848,54.322,0.175,312,39,59,106,147
True,304,14.214,7136.83,23.476,5463.252,17.971,50.563,0.166,305,41,63,95,147
True,323,14.984,7469.647,23.126,5209.627,16.129,55.347,0.171,324,52,56,109,159
True,321,15.002,7512.19,23.402,5507.035,17.156,57.095,0.178,322,44,54,110,158
False,235,10.886,5311.798,22.603,3123.758,13.293,46.558,0.198,236,37,32,84,120
True,314,14.567,7363.859,23.452,4507.389,14.355,56.858,0.181,315,49,48,111,156
False,312,14.437,7256.119,23.257,4689.155,15.029,63.137,0.202,313,52,53,106,154
False,307,14.334,7175.083,23.372,5499.712,17.914,56.52,0.184,308,52,63,94,151
False,320,14.835,7323.252,22.885,5810.675,18.158,48.975,0.153,321,40,57,107,157
True,313,14.676,7396.766,23.632,5661.935,18.089,45.372,0.145,314,44,47,116,151
True,311,14.456,7129.183,22.923,4845.069,15.579,48.906,0.157,312,44,75,97,140
True,311,14.54,7182.059,23.093,4064.823,13.07,57.04,0.183,312,45,53,104,155
True,301,13.928,7184.505,23.869,4222.407,14.028,57.397,0.191,302,44,71,97,134
False,315,14.631,7362.764,23.374,5873.384,18.646,44.71,0.142,316,47,66,95,155
True,319,14.83,7539.778,23.636,5810.04,18.213,51.622,0.162,320,42,49,114,157
True,324,15.076,7525.812,23.228,5585.12,17.238,58.951,0.182,325,47,48,112,165
False,316,14.66,7428.926,23.509,4934.222,15.615,59.269,0.188,317,53,49,107,161
True,321,14.971,7375.554,22.977,6498.478,20.244,50.932,0.159,322,50,57,108,157
True,310,14.468,7293.834,23.528,4033.831,13.012,58.463,0.189,311,41,59,106,146
True,300,14.002,7167.7,23.892,3959.782,13.199,58.068,0.194,301,44,60,100,141
True,315,14.644,7439.795,23.618,5346.346,16.973,55.35,0.176,316,50,65,99,152
True,303,14.177,7322.604,24.167,4757.801,15.702,52.28,0.173,304,47,56,104,144
True,313,14.624,7258.944,23.192,4234.137,13.528,58.658,0.187,314,45,54,113,147
True,306,14.262,7170.913,23.434,4359.403,14.246,55.948,0.183,307,47,61,101,145
True,304,14.098,7224.681,23.765,4004.773,13.174,54.009,0.178,305,50,62,103,140
True,325,15.128,7661.484,23.574,5834.54,17.952,55.282,0.17,326,45,42,120,164
False,318,14.756,7358.271,23.139,5444.448,17.121,51.93,0.163,319,42,57,111,151
True,312,14.548,7303.682,23.409,5234.624,16.778,50.443,0.162,313,42,55,109,149
True,308,14.251,7464.043,24.234,5228.846,16.977,53.273,0.173,309,50,60,102,147
True,319,14.882,7576.445,23.751,5324.922,16.693,52.015,0.163,320,48,36,119,165
True,313,14.565,7393.407,23.621,5565.13,17.78,55.566,0.178,314,38,63,104,147
False,206,9.579,4738.462,23.002,2940.499,14.274,36.556,0.177,207,27,32,74,101
True,310,14.368,7342.744,23.686,4209.26,13.578,54.677,0.176,311,50,41,117,153
True,302,14.127,7293.267,24.15,5221.304,17.289,45.89,0.152,303,44,67,96,140
True,311,14.394,7480.758,24.054,5236.836,16.839,51.571,0.166,312,38,63,100,149
False,314,14.593,7426.693,23.652,4774.347,15.205,57.702,0.184,315,42,61,98,156
True,307,14.28,7234.683,23.566,4641.167,15.118,49.676,0.162,308,42,50,110,148
True,304,14.188,7302.175,24.02,5158.842,16.97,54.789,0.18,305,45,50,110,145
True,320,14.93,7508.317,23.463,5398.707,16.871,51.545,0.161,321,39,41,119,161
True,290,13.583,7155.447,24.674,3605.533,12.433,57.114,0.197,291,47,84,83,124
False,83,3.889,1489.834,17.95,1155.569,13.923,19.954,0.24,84,18,18,34,32
True,309,14.467,7279.897,23.56,4850.001,15.696,58.165,0.188,310,38,57,100,153
True,316,14.736,7317.38,23.156,4667.688,14.771,57.905,0.183,317,37,59,104,154
True,314,14.541,7426.037,23.65,5117.517,16.298,53.729,0.171,315,47,44,115,156
True,301,14.021,7161.336,23.792,4278.283,14.214,52.305,0.174,302,45,47,105,150
True,296,13.82,7107.285,24.011,4321.302,14.599,45.146,0.153,297,36,66,93,138
True,317,14.641,7395.123,23.328,4660.1,14.701,56.731,0.179,318,49,58,107,153
True,303,14.239,7171.761,23.669,4523.216,14.928,51.835,0.171,304,41,49,105,150
True,307,14.293,7290.781,23.748,4947.93,16.117,50.725,0.165,308,39,54,108,146
True,316,14.705,7377.863,23.348,4917.093,15.56,49.95,0.158,317,42,42,112,163
False,240,11.156,5434.788,22.645,3036.712,12.653,43.569,0.182,241,35,35,87,119
True,303,14.158,7168.345,23.658,4555.009,15.033,48.961,0.162,304,43,52,112,140
True,340,15.728,7594.324,22.336,7364.937,21.662,50.955,0.15,341,47,64,119,158
True,310,14.429,7350.163,23.71,5505.978,17.761,51.141,0.165,311,58,67,95,149
False,316,14.664,7331.056,23.2,5040.96,15.952,55.481,0.176,317,48,54,108,155
True,311,14.548,7265.079,23.36,4991.957,16.051,52.63,0.169,312,45,58,101,153
True,315,14.642,7354.433,23.347,5276.225,16.75,47.628,0.151,316,47,62,101,153
True,306,14.321,7436.411,24.302,5037.937,16.464,49.129,0.161,307,52,47,109,151
True,302,14.12,7267.646,24.065,5220.756,17.287,49.106,0.163,303,44,64,97,142
True,311,14.5,7222.448,23.223,4921.697,15.825,55.35,0.178,312,51,57,108,147
True,326,15.141,7762.766,23.812,6723.66,20.625,51.658,0.158,327,50,39,125,163
True,294,13.723,7206.719,24.513,3654.297,12.43,57.749,0.196,295,46,52,101,142
True,319,14.776,7483.941,23.461,5218.226,16.358,51.572,0.162,320,45,61,107,152
True,323,15.131,7502.236,23.227,5831.593,18.054,51.46,0.159,324,53,52,110,162
True,315,14.584,7420.543,23.557,5230.892,16.606,52.736,0.167,316,47,44,113,159
True,308,14.356,7399.584,24.025,5563.602,18.064,50.512,0.164,309,42,54,108,147
True,313,14.55,7413.544,23.685,5824.481,18.609,46.198,0.148,314,39,57,110,147
True,320,14.846,7589.454,23.717,5785.526,18.08,51.57,0.161,321,44,44,110,167
True,313,14.558,7271.154,23.231,4621.767,14.766,49.462,0.158,314,43,58,103,153
True,314,14.649,7329.506,23.342,4745.206,15.112,57.346,0.183,315,54,61,107,147
True,315,14.686,7401.819,23.498,5017.568,15.929,53.557,0.17,316,45,46,115,155
True,315,14.776,7424.425,23.57,5455.342,17.319,54.492,0.173,316,47,42,115,159
True,320,14.883,7533.37,23.542,5659.998,17.687,50.646,0.158,321,46,45,116,160
True,301,14.054,7147.295,23.745,4805.962,15.967,47.647,0.158,302,38,65,98,139
True,330,15.312,7691.143,23.306,6221.066,18.852,57.247,0.173,331,46,59,109,163
False,300,14.02,7063.353,23.545,4870.813,16.236,49.531,0.165,301,44,61,98,142
True,327,15.228,7400.435,22.631,6180.425,18.9,46.587,0.142,328,48,68,107,153
True,300,14.061,7270.296,24.234,4712.186,15.707,49.405,0.165,301,48,73,87,141
False,323,14.925,7453.226,23.075,5300.296,16.41,52.162,0.161,324,44,51,109,164
True,307,14.349,7296.705,23.768,4873.78,15.876,59.332,0.193,308,47,46,113,149
True,319,14.85,7496.23,23.499,5375.318,16.851,55.585,0.174,320,47,58,106,156
True,313,14.637,7319.643,23.385,4974.785,15.894,62.219,0.199,314,48,52,104,158
True,313,14.644,7316.733,23.376,5717.445,18.267,51.426,0.164,314,46,70,101,143
False,227,10.613,5271.566,23.223,2736.737,12.056,45.402,0.2,228,36,35,82,111
True,323,14.896,7526.694,23.302,5328.932,16.498,52.794,0.163,324,55,47,110,167
True,307,14.308,7359.328,23.972,5629.898,18.338,47.433,0.155,308,38,63,99,146
True,307,14.179,7260.942,23.651,4419.952,14.397,51.31,0.167,308,42,55,104,149
True,305,14.238,7175.153,23.525,4505.673,14.773,58.086,0.19,306,56,56,106,144
True,312,14.49,7421.356,23.786,5707.444,18.293,45.27,0.145,313,45,56,110,147
True,299,13.935,7195.772,24.066,5192.926,17.368,45.294,0.151,300,47,59,100,141
True,310,14.428,7310.666,23.583,4605.211,14.856,57.502,0.185,311,48,46,113,152
True,310,14.473,7303.747,23.56,5380.649,17.357,48.778,0.157,311,45,70,97,144
True,321,14.883,7468.618,23.267,5617.172,17.499,58.601,0.183,322,51,50,114,158
True,301,14.074,7192.867,23.897,4819.87,16.013,49.387,0.164,302,39,65,99,138
True,313,14.518,7358.95,23.511,4779.836,15.271,57.724,0.184,314,48,54,110,150
True,314,14.582,7290.093,23.217,5702.962,18.162,45.34,0.144,315,39,64,100,151
True,315,14.633,7361.02,23.368,5072.548,16.103,52.604,0.167,316,46,55,112,149
True,319,14.98,7462.133,23.392,5312.302,16.653,49.666,0.156,320,45,48,105,167
True,312,14.614,7331.429,23.498,4763.841,15.269,52.668,0.169,313,46,53,107,153
True,301,13.99,7220.804,23.989,4146.523,13.776,51.464,0.171,302,50,47,109,146
True,306,14.254,7291.759,23.829,5676.432,18.55,48.737,0.159,307,37,64,98,145
True,337,15.694,7590.23,22.523,6544.669,19.42,61.259,0.182,338,45,63,117,158
True,318,14.724,7375.377,23.193,6032.469,18.97,43.239,0.136,319,46,60,106,153
True,322,15.081,7420.008,23.044,5713.466,17.744,56.069,0.174,323,49,61,106,156
True,310,14.341,7222.052,23.297,4823.652,15.56,59.734,0.193,311,46,57,105,149
False,321,15.002,7400.625,23.055,5373.026,16.738,52.254,0.163,322,47,52,108,162
True,312,14.561,7268.219,23.296,5226.269,16.751,46.123,0.148,313,43,44,112,157
True,315,14.568,7335.015,23.286,4611.624,14.64,54.647,0.173,316,43,52,104,160
True,315,14.6,7469.609,23.713,5267.195,16.721,52.842,0.168,316,47,45,113,158
True,311,14.449,7359.421,23.664,5083.063,16.344,48.734,0.157,312,43,54,104,154
True,292,13.602,7035.381,24.094,4251.441,14.56,51.175,0.175,293,46,65,97,131
False,302,14.167,7195.89,23.827,5259.722,17.416,42.895,0.142,303,45,59,98,146
True,306,14.252,7380.734,24.12,4791.382,15.658,48.98,0.16,307,42,54,103,150
True,297,13.864,7102.939,23.916,4363.651,14.692,44.315,0.149,298,36,65,96,137
True,312,14.612,7405.486,23.736,5643.955,18.09,44.53,0.143,313,38,51,108,154
True,302,14.144,7133.374,23.62,3732.098,12.358,60.33,0.2,303,44,58,107,138
True,315,14.601,7303.808,23.187,5900.292,18.731,51.397,0.163,316,54,58,101,157
False,212,9.917,4742.863,22.372,3146.351,14.841,35.572,0.168,213,31,19,83,111
True,302,14.004,7223.621,23.919,4771.206,15.799,47.351,0.157,303,42,54,101,148
True,303,14.199,7234.466,23.876,4809.908,15.874,53.317,0.176,304,53,58,100,146
True,313,14.563,7493.499,23.941,5718.252,18.269,48.069,0.154,314,47,50,105,159
True,311,14.496,7367.722,23.69,5267.672,16.938,54.705,0.176,312,46,54,100,158
False,303,14.124,7182.641,23.705,4522.319,14.925,61.94,0.204,304,51,58,102,144
False,206,9.589,4784.093,23.224,2878.692,13.974,36.438,0.177,207,26,35,75,97
True,318,14.716,7594.637,23.883,5006.051,15.742,54.186,0.17,319,54,41,119,159
True,313,14.618,7477.224,23.889,5543.906,17.712,49.628,0.159,314,42,53,107,154
True,307,14.22,7326.899,23.866,5446.18,17.74,46.47,0.151,308,42,64,101,143
True,312,14.558,7381.787,23.66,5109.417,16.376,53.025,0.17,313,38,55,114,144
True,299,14.024,7155.303,23.931,5296.673,17.715,44.812,0.15,300,38,61,98,141
True,306,14.236,7303.187,23.867,5047.298,16.494,51.87,0.17,307,42,58,99,150
True,306,14.225,7147.404,23.358,4428.996,14.474,49.178,0.161,307,45,67,101,139
True,301,14.059,7213.953,23.967,4525.493,15.035,52.26,0.174,302,54,61,102,139
False,240,11.106,5523.185,23.013,3154.282,13.143,44.246,0.184,241,33,36,89,116
True,311,14.575,7357.054,23.656,4934.392,15.866,59.947,0.193,312,47,57,105,150
True,312,14.52,7389.295,23.684,5968.306,19.129,40.579,0.13,313,47,69,96,148
True,310,14.414,7474.223,24.11,5273.858,17.012,45.069,0.145,311,40,45,115,151
True,323,15.099,7462.175,23.103,5976.815,18.504,52.956,0.164,324,49,63,109,152
True,304,14.197,7295.17,23.997,4799.34,15.787,50.86,0.167,305,38,56,100,149
True,314,14.595,7297.83,23.241,4292.901,13.672,55.051,0.175,315,45,56,105,154
True,311,14.536,7336.02,23.588,4571.924,14.701,56.721,0.182,312,40,43,109,160
True,308,14.257,7233.888,23.487,4408.933,14.315,51.274,0.166,309,41,61,99,149
True,305,14.226,7323.119,24.01,4807.417,15.762,48.746,0.16,306,43,55,101,150
True,320,14.873,7431.531,23.224,5380.51,16.814,44.145,0.138,321,39,53,108,160
True,312,14.508,7322.904,23.471,4703.116,15.074,57.352,0.184,313,54,49,105,159
True,299,13.881,7161.475,23.951,4042.876,13.521,54.336,0.182,300,43,62,106,132
False,226,10.501,5192.252,22.975,3459.697,15.308,37.257,0.165,227,30,32,93,102
True,310,14.427,7217.584,23.283,4644.224,14.981,52.715,0.17,311,49,61,101,149
True,321,15.018,7432.643,23.155,5084.493,15.84,55.207,0.172,322,47,51,110,161
True,309,14.334,7290.371,23.593,4998.401,16.176,47.198,0.153,310,40,50,109,151
True,314,14.72,7385.095,23.519,5533.498,17.623,55.949,0.178,315,52,64,101,150
True,307,14.316,7395.395,24.089,5462.102,17.792,52.028,0.169,308,39,63,101,144
True,297,13.83,7135.323,24.025,3995.247,13.452,52.166,0.176,298,48,57,96,145
True,302,14.035,7272.952,24.083,5483.723,18.158,49.147,0.163,303,48,62,101,140
False,310,14.471,7316.335,23.601,5678.287,18.317,47.571,0.153,311,44,59,99,153
True,301,13.982,7239.79,24.052,5021.683,16.683,45.857,0.152,302,41,61,107,134
True,312,14.579,7466.274,23.93,5542.3,17.764,55.267,0.177,313,48,56,105,152
True,309,14.337,7358.459,23.814,5028.819,16.274,57.28,0.185,310,49,51,110,149
False,311,14.485,7245.398,23.297,4991.387,16.049,52.923,0.17,312,43,61,96,155
True,316,14.74,7524.782,23.813,6521.542,20.638,49.321,0.156,317,52,56,105,156
True,316,14.681,7397.933,23.411,5248.378,16.609,46.484,0.147,317,45,61,102,154
True,314,14.604,7346.712,23.397,5615.277,17.883,50.04,0.159,315,51,64,100,151
True,312,14.544,7444.315,23.86,5397.489,17.3,53.77,0.172,313,41,56,106,151
True,283,13.064,7073.887,24.996,3602.01,12.728,58.573,0.207,284,41,92,78,114
True,311,14.414,7283.339,23.419,4711.605,15.15,49.036,0.158,312,42,62,98,152
False,319,14.774,7401.763,23.203,5692.933,17.846,51.926,0.163,320,56,65,96,159
True,298,13.946,7159.074,24.024,5110.235,17.148,50.475,0.169,299,47,64,95,140
False,242,11.208,5473.284,22.617,3199.966,13.223,48.887,0.202,243,38,36,86,121
True,313,14.63,7373.755,23.558,5080.999,16.233,56.02,0.179,314,50,55,101,158
True,319,14.757,7507.725,23.535,5421.392,16.995,52.815,0.166,320,46,41,120,159
True,308,14.422,7321.269,23.77,5753.086,18.679,45.149,0.147,309,39,62,99,148
True,309,14.432,7259.947,23.495,4584.141,14.835,60.434,0.196,310,51,54,104,152
True,313,14.507,7266.851,23.217,5036.33,16.091,47.463,0.152,314,43,57,105,152
True,313,14.562,7251.075,23.166,4762.876,15.217,56.112,0.179,314,42,61,100,153
True,304,14.16,7386.458,24.298,4948.353,16.277,53.426,0.176,305,41,55,101,149
True,329,15.46,7413.383,22.533,6170.268,18.755,56.42,0.171,330,44,52,119,159
True,309,14.347,7206.345,23.322,4232.24,13.697,59.525,0.193,310,42,55,106,149
True,312,14.396,7232.261,23.18,4472.667,14.335,57.035,0.183,313,41,65,103,145
True,306,14.352,7173.35,23.442,4477.365,14.632,52.681,0.172,307,47,53,109,145
True,312,14.503,7369.592,23.62,4763.263,15.267,58.956,0.189,313,48,46,116,151
True,303,14.168,7131.307,23.536,4223.309,13.938,53.45,0.176,304,42,63,106,135
True,316,14.596,7359.263,23.289,5583.88,17.671,49.086,0.155,317,48,66,107,144
True,304,14.148,7184.999,23.635,3757.952,12.362,65.52,0.216,305,45,60,106,139
True,307,14.347,7350.036,23.941,5587.836,18.201,46.616,0.152,308,44,56,104,148
True,297,13.867,7081.97,23.845,3722.198,12.533,57.754,0.194,298,48,58,99,141
True,303,14.108,7268.785,23.989,5129.407,16.929,50.032,0.165,304,52,56,103,145
True,323,15.084,7581.258,23.471,5813.055,17.997,50.022,0.155,324,42,42,122,160
False,87,4.037,1551.031,17.828,1167.27,13.417,17.345,0.199,88,16,17,35,36
True,315,14.704,7535.231,23.921,5531.362,17.56,50.93,0.162,316,45,55,107,154
True,309,14.456,7318.098,23.683,5438.997,17.602,52.793,0.171,310,46,50,108,152
True,295,13.74,7062.557,23.941,4583.942,15.539,44.563,0.151,296,49,61,99,136
True,290,13.444,7223.255,24.908,3907.026,13.473,55.596,0.192,291,43,95,79,117
True,328,15.239,7493.088,22.845,5987.727,18.255,59.645,0.182,329,44,74,108,147
True,321,14.864,7424.6,23.13,4844.254,15.091,54.071,0.168,322,45,55,109,158
True,307,14.324,7327.134,23.867,6015.399,19.594,44.555,0.145,308,38,69,98,141
True,316,14.684,7651.77,24.214,5178.875,16.389,61.9,0.196,317,42,65,101,151
True,302,14.066,7216.755,23.897,4126.547,13.664,51.088,0.169,303,50,55,106,142
True,311,14.412,7397.068,23.785,5475.789,17.607,52.934,0.17,312,44,45,114,153
True,308,14.408,7363.264,23.907,6404.566,20.794,44.488,0.144,309,41,66,99,144
True,319,14.788,7509.27,23.54,5563.537,17.441,56.265,0.176,320,45,52,108,160
True,312,14.683,7271.715,23.307,5116.245,16.398,54.677,0.175,313,44,54,108,151
True,317,14.608,7387.576,23.305,5214.351,16.449,54.633,0.172,318,56,51,107,160
True,310,14.505,7252.786,23.396,4515.687,14.567,52.781,0.17,311,53,57,103,151
False,338,15.689,7544.94,22.322,8259.013,24.435,48.838,0.144,339,56,61,110,168
False,326,15.143,7481.061,22.948,5399.022,16.561,56.75,0.174,327,42,47,118,162
True,317,14.753,7547.999,23.811,6001.331,18.932,54.534,0.172,318,45,46,115,157
True,314,14.646,7348.259,23.402,5045.599,16.069,56.354,0.179,315,47,69,100,146
True,323,14.96,7627.358,23.614,5328.151,16.496,63.339,0.196,324,43,63,104,157
True,295,13.817,7331.177,24.851,5038.476,17.08,50.596,0.172,296,41,63,92,141
True,315,14.658,7319.003,23.235,4580.655,14.542,55.531,0.176,316,46,49,105,162
False,320,14.898,7412.035,23.163,5257.407,16.429,57.312,0.179,321,48,57,107,157
True,321,14.922,7528.892,23.454,5624.158,17.521,54.102,0.169,322,45,41,120,161
True,313,14.565,7402.167,23.649,5426.445,17.337,52.63,0.168,314,46,46,112,156
True,315,14.673,7405.405,23.509,4692.861,14.898,53.114,0.169,316,41,52,107,157
True,303,14.111,7136.859,23.554,4793.624,15.821,46.47,0.153,304,41,57,101,146
False,237,11.066,5369.181,22.655,3652.483,15.411,41.943,0.177,238,34,47,83,108
True,301,14.102,7162.851,23.797,4677.614,15.54,48.039,0.16,302,45,58,105,139
True,292,13.584,7197.648,24.649,4128.675,14.139,46.643,0.16,293,48,52,102,139
True,312,14.496,7293.819,23.378,4612.882,14.785,57.066,0.183,313,45,57,103,153
True,313,14.516,7495.522,23.947,5286.748,16.891,51.746,0.165,314,46,58,106,150
False,225,10.5,5207.0,23.142,2978.716,13.239,42.689,0.19,226,33,31,84,111
True,312,14.436,7454.977,23.894,5376.183,17.231,53.69,0.172,313,50,52,114,147
False,234,10.974,5330.237,22.779,3015.499,12.887,44.955,0.192,235,32,32,88,115
True,300,13.786,7277.805,24.259,4142.981,13.81,54.888,0.183,301,48,77,91,133
True,316,14.762,7281.458,23.043,6024.347,19.064,45.699,0.145,317,46,61,102,154
False,314,14.601,7329.305,23.342,4697.675,14.961,58.757,0.187,315,41,50,112,153
True,299,13.925,7161.203,23.951,4465.576,14.935,44.9,0.15,300,47,62,101,137
True,317,14.776,7481.375,23.601,5450.856,17.195,54.492,0.172,318,48,47,116,155
True,319,14.818,7482.502,23.456,4974.206,15.593,58.941,0.185,320,47,56,109,155
False,234,10.895,5311.957,22.701,3110.97,13.295,47.474,0.203,235,35,35,84,116
True,343,15.976,7766.252,22.642,7484.83,21.822,54.001,0.157,344,50,37,129,178
True,327,15.185,7397.259,22.622,6625.14,20.26,49.817,0.152,328,44,70,108,150
True,312,14.521,7415.08,23.766,4756.633,15.246,50.247,0.161,313,46,36,113,164
True,315,14.477,7334.73,23.285,5713.04,18.137,48.696,0.155,316,39,66,100,150
True,316,14.726,7372.445,23.331,4817.501,15.245,54.911,0.174,317,47,45,110,162
False,308,14.413,7149.816,23.214,4556.14,14.793,62.54,0.203,309,52,50,106,153
False,312,14.615,7290.002,23.365,4900.369,15.706,62.516,0.2,313,49,62,98,153
False,312,14.499,7388.181,23.68,5507.094,17.651,49.203,0.158,313,50,52,104,157
True,326,15.178,7661.787,23.502,5996.878,18.395,46.275,0.142,327,50,45,118,164
True,316,14.674,7414.164,23.463,4845.125,15.333,53.301,0.169,317,48,55,109,153
True,318,14.902,7502.435,23.593,5563.272,17.495,54.025,0.17,319,49,47,116,156
True,346,15.97,8019.038,23.176,8523.072,24.633,48.372,0.14,347,48,39,132,176
True,323,15.038,7472.443,23.134,5083.753,15.739,58.451,0.181,324,47,59,108,157
True,321,14.884,7525.992,23.445,5528.467,17.223,57.494,0.179,322,43,44,116,162
True,317,14.813,7471.954,23.571,5510.955,17.385,49.244,0.155,318,44,45,116,157
False,238,11.082,5365.424,22.544,2970.412,12.481,47.611,0.2,239,38,32,86,121
True,307,14.405,7144.841,23.273,5366.582,17.481,51.093,0.166,308,37,70,95,143
True,324,15.037,7566.995,23.355,5695.256,17.578,53.696,0.166,325,51,34,120,171
True,311,14.464,7298.37,23.467,4352.377,13.995,54.617,0.176,312,39,53,101,158
True,310,14.35,7439.179,23.997,5478.409,17.672,53.739,0.173,311,46,58,103,150
True,312,14.559,7402.142,23.725,4910.594,15.739,49.864,0.16,313,48,48,111,154
True,319,14.799,7546.27,23.656,5685.705,17.824,45.28,0.142,320,46,47,117,156
True,308,14.349,7241.68,23.512,4081.055,13.25,61.026,0.198,309,49,55,108,146
True,320,14.871,7488.208,23.401,5550.947,17.347,47.657,0.149,321,47,43,118,160
True,316,14.755,7319.943,23.164,6439.28,20.377,42.322,0.134,317,49,56,108,153
False,211,9.744,4856.64,23.017,3121.166,14.792,35.511,0.168,212,26,30,80,102
True,314,14.538,7527.167,23.972,5692.333,18.128,54.704,0.174,315,42,61,103,151
True,317,14.787,7292.51,23.005,4736.887,14.943,49.607,0.156,318,44,49,112,157
True,300,14.033,7340.151,24.467,4892.205,16.307,54.213,0.181,301,42,67,90,144
True,305,14.176,7309.2,23.965,5534.185,18.145,46.667,0.153,306,37,63,102,141
True,306,14.302,7293.967,23.836,5166.391,16.884,50.728,0.166,307,48,49,107,151
False,326,15.051,7480.468,22.946,5373.419,16.483,52.68,0.162,327,44,53,111,163
True,306,14.313,7322.683,23.93,5340.076,17.451,49.179,0.161,307,49,53,104,150
True,307,14.28,7331.993,23.883,5569.49,18.142,50.863,0.166,308,41,63,103,142
True,327,15.101,7743.378,23.68,6189.078,18.927,55.175,0.169,328,50,40,120,168
True,302,14.079,7428.056,24.596,4409.13,14.6,65.736,0.218,303,49,57,103,143
True,314,14.672,7363.887,23.452,4916.776,15.659,52.224,0.166,315,50,34,123,158
True,296,13.627,7268.052,24.554,4525.347,15.288,51.714,0.175,297,42,56,104,137
True,320,14.833,7662.173,23.944,6358.193,19.869,55.045,0.172,321,47,66,102,153
True,311,14.368,7328.459,23.564,4483.785,14.417,53.192,0.171,312,40,58,104,150
True,314,14.63,7323.588,23.324,5038.68,16.047,50.976,0.162,315,41,58,98,159
False,239,11.059,5516.627,23.082,3037.297,12.708,46.115,0.193,240,36,35,88,117
True,302,14.113,7211.145,23.878,4321.815,14.311,56.266,0.186,303,56,62,100,141
True,302,14.102,7190.224,23.809,4691.134,15.534,53.046,0.176,303,40,55,105,143
True,318,14.816,7391.326,23.243,5229.403,16.445,56.935,0.179,319,47,59,106,154
