finished,total_step,episode_length,total_speed,avg_speed,total_alpha,avg_alpha,total_reward,avg_reward,total_action,action_change_count,action_forward,action_forward_left,action_forward_right
True,321,14.92,7552.004,23.526,5555.739,17.308,50.002,0.156,322,44,58,107,157
True,297,13.848,7092.998,23.882,4109.734,13.837,53.289,0.179,298,41,61,98,139
True,312,14.532,7325.148,23.478,5494.575,17.611,47.399,0.152,313,43,59,107,147
True,302,14.102,7130.608,23.611,4465.661,14.787,48.784,0.162,303,42,70,97,136
True,309,14.301,7396.248,23.936,5749.275,18.606,45.951,0.149,310,37,68,100,142
False,312,14.561,7418.777,23.778,5013.332,16.068,60.556,0.194,313,49,60,102,151
True,321,14.87,7602.909,23.685,5010.681,15.61,55.588,0.173,322,51,38,117,167
True,294,13.729,7278.078,24.755,4227.846,14.38,53.676,0.183,295,41,59,96,140
True,312,14.384,7308.654,23.425,4724.495,15.143,55.035,0.176,313,46,62,105,146
True,302,14.092,7305.674,24.191,5156.301,17.074,56.169,0.186,303,48,68,97,138
True,302,13.999,7390.62,24.472,4976.99,16.48,52.443,0.174,303,42,60,100,143
True,303,14.158,7244.609,23.91,5650.891,18.65,45.601,0.15,304,38,71,95,138
True,318,14.773,7442.555,23.404,5237.267,16.469,52.849,0.166,319,41,49,116,154
True,314,14.754,7332.615,23.352,5962.614,18.989,42.296,0.135,315,42,53,108,154
True,316,14.777,7418.235,23.475,4971.575,15.733,55.704,0.176,317,53,51,110,156
True,297,13.848,7222.99,24.32,4323.462,14.557,51.345,0.173,298,38,54,101,143
True,307,14.273,7232.343,23.558,5129.986,16.71,48.69,0.159,308,46,63,103,142
True,304,14.2,7259.401,23.88,4519.703,14.867,63.072,0.207,305,49,60,100,145
True,306,14.189,7380.8,24.12,4438.478,14.505,57.55,0.188,307,47,53,103,151
True,300,13.979,7366.832,24.556,4451.794,14.839,55.158,0.184,301,50,80,85,136
True,320,14.917,7457.679,23.305,5192.057,16.225,60.055,0.188,321,49,53,111,157
False,314,14.677,7313.357,23.291,5838.685,18.595,44.26,0.141,315,46,59,97,159
True,317,14.664,7511.725,23.696,5461.335,17.228,51.957,0.164,318,48,47,111,160
True,310,14.54,7202.094,23.233,4383.67,14.141,48.95,0.158,311,44,53,105,153
True,306,14.164,7310.676,23.891,4555.358,14.887,52.375,0.171,307,52,51,111,145
True,310,14.469,7411.87,23.909,5748.024,18.542,50.819,0.164,311,46,61,94,156
True,314,14.559,7338.051,23.37,5190.518,16.53,50.708,0.161,315,37,62,108,145
True,308,14.302,7276.845,23.626,4442.417,14.423,50.46,0.164,309,44,54,105,150
True,305,14.099,7310.745,23.97,5555.222,18.214,46.181,0.151,306,38,71,97,138
True,305,14.233,7428.203,24.355,5315.326,17.427,48.504,0.159,306,47,47,111,148
True,302,13.958,7250.144,24.007,3658.144,12.113,57.149,0.189,303,51,51,103,149
True,304,14.137,7265.635,23.9,4596.641,15.121,60.824,0.2,305,34,80,91,134
True,313,14.365,7494.456,23.944,5575.854,17.814,47.628,0.152,314,44,59,106,149
True,303,14.147,7193.286,23.74,4595.988,15.168,53.176,0.175,304,43,50,108,146
True,332,15.397,7592.879,22.87,5546.281,16.706,50.232,0.151,333,41,49,116,168
True,295,13.76,7216.557,24.463,4646.118,15.75,50.096,0.17,296,42,91,82,123
True,312,14.46,7244.054,23.218,3849.471,12.338,57.53,0.184,313,50,61,106,146
True,293,13.652,7201.894,24.58,3937.236,13.438,52.447,0.179,294,44,62,95,137
True,296,13.769,7314.787,24.712,4583.0,15.483,55.481,0.187,297,40,88,79,130
True,304,14.253,7097.968,23.349,4631.536,15.235,50.513,0.166,305,51,59,103,143
True,307,14.176,7488.867,24.394,4921.54,16.031,46.352,0.151,308,48,53,106,149
True,312,14.52,7326.567,23.483,4704.329,15.078,52.312,0.168,313,46,51,104,158
True,312,14.523,7328.78,23.49,5122.796,16.419,54.533,0.175,313,46,71,99,143
False,312,14.6,7247.774,23.23,4641.656,14.877,56.375,0.181,313,53,53,102,158
True,300,13.961,7252.543,24.175,5451.643,18.172,46.666,0.156,301,49,66,96,139
True,315,14.631,7340.206,23.302,5386.875,17.101,50.575,0.161,316,50,43,114,159
True,323,14.916,7473.972,23.139,5138.92,15.91,57.102,0.177,324,50,55,112,157
True,304,14.216,7126.751,23.443,3971.482,13.064,60.255,0.198,305,47,57,107,141
True,310,14.475,7277.009,23.474,4686.467,15.118,56.203,0.181,311,42,52,112,147
True,319,14.876,7544.662,23.651,5968.482,18.71,49.377,0.155,320,42,53,110,157
True,306,14.311,7255.141,23.71,5104.145,16.68,53.927,0.176,307,45,52,108,147
True,276,12.821,6904.318,25.016,3666.536,13.285,56.651,0.205,277,43,94,71,112
True,309,14.317,7292.204,23.599,4681.861,15.152,61.667,0.2,310,54,63,102,145
True,304,14.223,7221.355,23.754,4052.103,13.329,61.567,0.203,305,49,54,104,147
True,311,14.412,7319.251,23.535,4875.859,15.678,51.925,0.167,312,35,54,105,153
True,317,14.712,7477.6,23.589,6737.664,21.254,43.186,0.136,318,43,54,107,157
True,306,14.2,7335.414,23.972,4590.205,15.001,52.708,0.172,307,52,37,116,154
True,303,14.109,7220.42,23.83,4079.144,13.463,56.879,0.188,304,41,63,105,136
True,307,14.239,7283.005,23.723,5130.247,16.711,53.947,0.176,308,37,52,108,148
True,295,13.746,7186.877,24.362,4577.363,15.516,46.682,0.158,296,35,94,80,122
True,309,14.266,7286.503,23.581,4908.002,15.884,49.306,0.16,310,42,61,98,151
True,315,14.618,7351.12,23.337,4652.644,14.77,55.91,0.177,316,41,52,108,156
False,230,10.677,5239.528,22.781,3002.617,13.055,44.071,0.192,231,33,32,86,113
True,300,13.939,7177.711,23.926,3999.517,13.332,54.533,0.182,301,49,53,104,144
True,314,14.557,7348.011,23.401,4443.231,14.15,60.007,0.191,315,46,54,113,148
True,306,14.199,7336.492,23.975,4944.272,16.158,49.557,0.162,307,44,63,99,145
False,236,10.909,5335.539,22.608,5249.444,22.243,34.575,0.147,237,34,20,97,120
True,315,14.707,7350.004,23.333,4654.062,14.775,51.709,0.164,316,39,55,109,152
True,316,14.681,7384.484,23.369,5321.059,16.839,48.132,0.152,317,48,59,105,153
True,315,14.549,7477.077,23.737,4983.467,15.821,55.311,0.176,316,49,50,112,154
True,305,14.206,7215.058,23.656,4895.526,16.051,57.12,0.187,306,41,53,109,144
True,311,14.471,7387.348,23.754,5124.681,16.478,55.09,0.177,312,53,58,102,152
True,320,14.695,7399.604,23.124,5338.067,16.681,54.308,0.17,321,49,57,114,150
True,302,14.126,7140.907,23.645,3701.567,12.257,59.138,0.196,303,45,51,110,142
True,306,14.295,7238.446,23.655,5364.392,17.531,46.776,0.153,307,42,64,99,144
True,319,14.906,7555.451,23.685,5546.678,17.388,53.423,0.167,320,49,47,117,156
True,312,14.475,7302.59,23.406,4922.7,15.778,55.415,0.178,313,43,51,112,150
True,304,14.185,7333.216,24.122,4624.51,15.212,63.708,0.21,305,48,74,91,140
True,310,14.303,7426.326,23.956,5209.898,16.806,49.182,0.159,311,40,54,109,148
True,299,13.992,7107.689,23.772,4567.357,15.275,51.925,0.174,300,47,48,103,149
True,310,14.375,7248.158,23.381,4119.926,13.29,56.793,0.183,311,50,52,109,150
True,309,14.36,7410.464,23.982,4789.047,15.499,50.914,0.165,310,42,82,85,143
True,309,14.348,7284.249,23.574,4038.192,13.069,57.894,0.187,310,44,50,110,150
True,305,14.196,7269.848,23.836,4853.215,15.912,54.122,0.177,306,46,57,100,149
True,322,14.925,7563.1,23.488,5157.073,16.016,52.959,0.164,323,43,49,113,161
True,286,13.339,7085.406,24.774,3433.542,12.005,61.41,0.215,287,40,78,85,124
False,313,14.504,7305.001,23.339,5744.342,18.353,51.389,0.164,314,45,66,96,152
True,304,14.12,7193.347,23.662,4524.949,14.885,49.305,0.162,305,38,66,100,139
True,306,14.255,7348.506,24.015,5403.691,17.659,48.129,0.157,307,50,61,99,147
True,314,14.695,7299.676,23.247,4703.584,14.98,60.663,0.193,315,44,54,110,151
True,307,14.234,7275.084,23.697,4562.677,14.862,52.853,0.172,308,36,49,106,153
True,299,13.829,7240.605,24.216,4498.165,15.044,46.484,0.155,300,41,57,103,140
True,305,14.087,7318.315,23.994,4875.318,15.985,51.546,0.169,306,46,61,95,150
True,296,13.738,7235.884,24.446,4384.33,14.812,54.434,0.184,297,48,77,90,130
True,305,14.116,7293.438,23.913,4640.367,15.214,61.759,0.202,306,54,56,103,147
True,304,14.204,7136.77,23.476,4625.178,15.214,50.843,0.167,305,55,56,100,149
False,318,14.749,7360.036,23.145,6348.552,19.964,44.388,0.14,319,41,56,102,161
True,329,15.36,7564.51,22.992,5967.369,18.138,49.326,0.15,330,48,40,122,168
True,317,14.66,7430.67,23.441,4965.359,15.664,57.697,0.182,318,44,58,98,162
True,318,14.752,7489.218,23.551,5542.101,17.428,50.887,0.16,319,45,46,114,159
True,316,14.674,7436.855,23.534,5608.409,17.748,53.578,0.17,317,41,54,110,153
True,304,14.198,7257.342,23.873,4439.083,14.602,51.494,0.169,305,44,53,108,144
False,321,14.99,7503.813,23.376,5068.171,15.789,57.182,0.178,322,44,49,109,164
True,317,14.843,7400.11,23.344,4883.218,15.404,49.066,0.155,318,39,58,105,155
True,303,14.045,7226.79,23.851,4117.066,13.588,58.6,0.193,304,38,61,104,139
True,305,14.206,7246.1,23.758,4864.918,15.951,45.94,0.151,306,44,63,103,140
True,306,14.192,7292.453,23.832,5149.581,16.829,46.795,0.153,307,38,55,102,150
True,297,13.796,7174.235,24.156,3778.728,12.723,56.79,0.191,298,53,51,105,142
True,317,14.719,7508.404,23.686,5470.417,17.257,53.674,0.169,318,52,56,104,158
True,309,14.426,7299.175,23.622,5398.991,17.472,46.788,0.151,310,42,56,108,146
True,302,13.977,7299.033,24.169,4748.403,15.723,51.765,0.171,303,41,50,105,148
True,305,14.222,7295.204,23.919,5459.074,17.899,46.004,0.151,306,40,77,88,141
True,290,13.385,7169.494,24.722,3734.03,12.876,65.731,0.227,291,48,87,84,120
True,288,13.499,7121.147,24.726,3735.158,12.969,65.214,0.226,289,47,87,82,120
True,306,14.195,7167.282,23.422,4323.871,14.13,49.456,0.162,307,46,58,100,149
True,314,14.613,7302.845,23.257,4817.513,15.342,59.076,0.188,315,48,54,101,160
True,298,13.95,7137.703,23.952,4256.912,14.285,57.285,0.192,299,40,66,98,135
True,307,14.251,7229.63,23.549,4011.982,13.068,56.405,0.184,308,47,57,104,147
False,316,14.6,7449.448,23.574,5711.894,18.076,54.293,0.172,317,52,52,102,163
True,305,14.283,7243.336,23.749,4785.163,15.689,54.516,0.179,306,48,60,97,149
True,326,15.065,7644.864,23.451,6204.796,19.033,48.48,0.149,327,46,38,123,166
False,212,9.947,4719.342,22.261,3183.888,15.018,36.329,0.171,213,29,20,80,113
True,311,14.478,7323.293,23.548,4623.481,14.866,55.623,0.179,312,49,46,107,159
True,296,13.776,7157.475,24.181,4166.481,14.076,51.695,0.175,297,36,85,87,125
True,303,14.079,7367.988,24.317,4375.048,14.439,49.534,0.163,304,39,82,87,135
True,309,14.477,7162.459,23.179,4697.055,15.201,51.076,0.165,310,42,56,103,151
True,307,14.224,7366.844,23.996,4553.653,14.833,56.798,0.185,308,48,62,100,146
True,310,14.534,7258.366,23.414,5250.509,16.937,47.901,0.155,311,48,48,111,152
True,312,14.46,7480.379,23.976,5484.704,17.579,48.216,0.155,313,42,50,107,156
True,301,14.051,7169.647,23.819,4750.659,15.783,50.077,0.166,302,41,51,107,144
True,299,13.945,7233.452,24.192,5143.232,17.201,45.183,0.151,300,43,66,95,139
True,324,15.033,7586.306,23.415,5837.65,18.017,52.241,0.161,325,40,43,120,162
True,309,14.356,7207.019,23.324,4103.05,13.278,55.769,0.18,310,46,60,101,149
True,305,14.264,7189.43,23.572,4363.197,14.306,57.516,0.189,306,46,54,101,151
True,299,13.978,7092.587,23.721,4811.625,16.092,52.08,0.174,300,37,66,100,134
True,299,13.908,7400.034,24.749,5166.396,17.279,53.978,0.181,300,43,83,82,135
False,214,9.924,4744.147,22.169,4929.173,23.034,33.918,0.158,215,38,27,83,105
True,305,14.288,7337.283,24.057,4765.8,15.626,53.221,0.174,306,54,47,106,153
True,322,14.9,7517.157,23.345,6891.975,21.404,46.507,0.144,323,40,59,108,156
True,284,13.3,6883.271,24.237,3847.298,13.547,49.872,0.176,285,55,70,89,126
False,232,10.833,5208.715,22.451,2983.815,12.861,43.417,0.187,233,36,33,84,116
True,310,14.432,7409.93,23.903,5517.166,17.797,54.162,0.175,311,43,56,102,153
True,317,14.699,7455.431,23.519,5047.914,15.924,53.359,0.168,318,41,63,106,149
True,305,14.253,7300.528,23.936,5133.93,16.833,52.967,0.174,306,47,53,110,143
True,309,14.353,7283.894,23.572,4403.271,14.25,51.959,0.168,310,43,61,102,147
True,315,14.664,7443.012,23.629,4935.337,15.668,59.018,0.187,316,49,59,103,154
True,313,14.509,7360.738,23.517,4609.474,14.727,57.439,0.184,314,48,55,112,147
True,347,16.151,7378.931,21.265,5536.197,15.954,63.566,0.183,348,62,77,114,157
True,315,14.584,7332.177,23.277,4440.624,14.097,52.08,0.165,316,52,59,109,148
True,328,15.385,7436.88,22.673,6271.927,19.122,58.377,0.178,329,48,65,113,151
True,326,15.065,7569.375,23.219,5386.332,16.522,55.601,0.171,327,52,53,112,162
True,313,14.66,7345.914,23.469,5197.615,16.606,58.453,0.187,314,49,56,108,150
True,307,14.242,7257.217,23.639,4080.383,13.291,53.26,0.173,308,44,64,105,139
True,302,14.232,7211.165,23.878,5101.906,16.894,53.227,0.176,303,46,45,106,152
True,313,14.49,7532.001,24.064,5962.207,19.049,49.605,0.158,314,40,58,105,151
True,315,14.729,7358.728,23.361,4881.721,15.498,50.171,0.159,316,45,49,111,156
True,314,14.573,7357.716,23.432,4637.12,14.768,58.997,0.188,315,54,52,105,158
True,300,13.938,7102.105,23.674,4338.571,14.462,50.244,0.167,301,49,55,102,144
True,299,13.909,7140.015,23.88,4169.694,13.945,49.044,0.164,300,43,58,99,143
True,309,14.372,7268.091,23.521,4286.73,13.873,54.125,0.175,310,44,50,106,154
True,316,14.622,7298.545,23.097,5173.866,16.373,59.499,0.188,317,48,66,99,152
True,292,13.693,7104.924,24.332,3817.045,13.072,59.504,0.204,293,44,84,82,127
True,309,14.394,7285.766,23.579,4766.617,15.426,50.833,0.165,310,41,68,97,145
True,315,14.584,7349.154,23.331,4769.807,15.142,53.967,0.171,316,43,44,116,156
True,302,14.054,7310.248,24.206,4726.979,15.652,53.843,0.178,303,61,41,113,149
True,302,14.054,7219.074,23.904,4542.411,15.041,49.285,0.163,303,43,56,106,141
True,306,14.169,7255.29,23.71,4325.406,14.135,51.413,0.168,307,47,55,109,143
True,335,15.508,7536.247,22.496,6553.646,19.563,54.778,0.164,336,45,63,109,164
True,306,14.215,7342.285,23.994,4672.054,15.268,55.255,0.181,307,47,56,107,144
True,311,14.56,7191.003,23.122,5198.284,16.715,56.708,0.182,312,51,60,99,153
True,309,14.351,7370.336,23.852,5087.728,16.465,53.605,0.173,310,44,71,91,148
True,315,14.765,7337.169,23.293,5509.059,17.489,57.127,0.181,316,49,52,104,160
True,309,14.305,7379.259,23.881,4980.717,16.119,52.778,0.171,310,50,61,102,147
True,305,14.175,7328.606,24.028,5726.364,18.775,44.427,0.146,306,41,64,98,144
True,301,13.91,7246.482,24.075,4451.936,14.79,51.406,0.171,302,49,59,98,145
False,309,14.398,7300.338,23.626,5520.066,17.864,47.924,0.155,310,50,67,95,148
True,304,14.084,7224.891,23.766,3883.359,12.774,57.402,0.189,305,50,50,107,148
True,296,13.805,7139.403,24.12,3991.382,13.484,55.565,0.188,297,48,59,100,138
True,313,14.549,7337.922,23.444,5618.603,17.951,43.561,0.139,314,46,63,105,146
True,292,13.631,7166.218,24.542,4918.949,16.846,46.603,0.16,293,40,79,87,127
True,316,14.587,7421.736,23.487,4986.55,15.78,56.108,0.178,317,50,63,100,154
True,318,14.828,7356.649,23.134,5300.134,16.667,54.018,0.17,319,50,51,106,162
True,314,14.518,7342.741,23.385,4680.315,14.905,50.176,0.16,315,49,57,100,158
True,308,14.445,7304.604,23.716,5199.015,16.88,53.754,0.175,309,53,57,103,149
True,321,14.976,7566.829,23.573,5665.325,17.649,52.202,0.163,322,50,37,120,165
True,306,14.304,7176.776,23.454,5424.082,17.726,43.992,0.144,307,39,67,103,137
True,321,14.959,7368.739,22.956,4520.373,14.082,53.726,0.167,322,41,54,105,163
True,299,13.944,7260.712,24.283,5209.114,17.422,43.954,0.147,300,39,70,95,135
True,313,14.405,7374.579,23.561,5034.849,16.086,51.316,0.164,314,43,60,100,154
True,317,14.77,7466.405,23.553,4829.255,15.234,52.95,0.167,318,49,53,107,158
True,303,14.051,7248.785,23.923,4450.378,14.688,56.382,0.186,304,50,71,93,140
False,313,14.586,7377.745,23.571,5284.083,16.882,53.388,0.171,314,53,53,106,155
True,322,14.974,7614.088,23.646,6087.027,18.904,53.374,0.166,323,46,46,114,163
True,309,14.395,7368.233,23.845,5185.149,16.78,52.586,0.17,310,44,47,109,154
True,315,14.457,7361.19,23.369,5379.325,17.077,47.698,0.151,316,48,65,107,144
True,297,13.872,7148.49,24.069,3978.516,13.396,56.525,0.19,298,55,51,107,140
True,323,14.963,7570.83,23.439,5307.254,16.431,54.379,0.168,324,46,43,120,161
True,312,14.538,7565.991,24.25,5110.122,16.379,49.953,0.16,313,49,47,110,156
True,347,16.089,7831.073,22.568,7360.512,21.212,49.871,0.144,348,42,40,128,180
False,235,10.956,5319.916,22.638,3103.523,13.206,46.369,0.197,236,35,33,84,119
True,307,14.287,7274.524,23.696,5298.257,17.258,47.524,0.155,308,48,56,110,142
True,318,14.8,7320.671,23.021,4657.084,14.645,62.316,0.196,319,39,47,108,164
True,313,14.569,7369.097,23.543,4802.228,15.343,49.904,0.159,314,45,62,101,151
False,318,14.861,7401.104,23.274,5107.4,16.061,57.303,0.18,319,46,51,111,157
True,315,14.555,7479.067,23.743,5349.342,16.982,57.935,0.184,316,46,42,118,156
True,302,14.047,7217.225,23.898,3681.825,12.191,65.074,0.215,303,41,80,93,130
True,291,13.432,7319.542,25.153,4796.475,16.483,54.329,0.187,292,43,107,69,116
True,297,13.906,7155.629,24.093,3463.252,11.661,72.034,0.243,298,47,71,92,135
True,303,14.026,7274.561,24.008,4946.487,16.325,53.591,0.177,304,46,55,103,146
True,307,14.31,7376.663,24.028,4616.696,15.038,60.245,0.196,308,43,77,92,139
True,313,14.504,7351.885,23.488,5095.686,16.28,56.27,0.18,314,50,61,98,155
False,323,15.022,7535.794,23.331,5547.37,17.175,50.811,0.157,324,43,52,104,168
True,307,14.222,7269.148,23.678,4547.81,14.814,53.952,0.176,308,44,57,98,153
True,302,14.032,7241.85,23.98,4587.168,15.189,51.349,0.17,303,42,65,95,143
True,307,14.252,7218.06,23.512,4393.805,14.312,52.493,0.171,308,51,53,111,144
True,311,14.43,7377.425,23.722,4687.364,15.072,58.422,0.188,312,54,49,102,161
False,308,14.347,7262.864,23.581,5482.362,17.8,48.942,0.159,309,48,58,104,147
True,308,14.428,7223.666,23.453,5174.282,16.8,52.42,0.17,309,43,70,96,143
True,308,14.308,7198.322,23.371,4619.904,15.0,50.61,0.164,309,37,68,97,144
False,319,14.909,7333.517,22.989,6387.508,20.024,49.171,0.154,320,47,53,105,162
True,310,14.412,7383.016,23.816,4868.379,15.704,56.789,0.183,311,51,50,112,149
True,310,14.437,7333.129,23.655,4962.436,16.008,55.377,0.179,311,50,55,106,150
True,309,14.333,7337.75,23.747,5004.293,16.195,57.808,0.187,310,40,77,89,144
True,289,13.447,7165.257,24.793,3780.935,13.083,54.612,0.189,290,39,85,78,127
True,309,14.392,7262.039,23.502,5015.278,16.231,50.162,0.162,310,50,59,102,149
True,310,14.526,7308.716,23.577,5257.151,16.959,48.404,0.156,311,47,58,104,149
True,310,14.414,7470.914,24.1,5432.514,17.524,52.39,0.169,311,43,56,102,153
True,316,14.677,7499.815,23.734,5119.969,16.202,54.047,0.171,317,52,42,108,167
True,307,14.251,7371.911,24.013,4537.894,14.781,49.476,0.161,308,41,78,94,136
True,302,14.059,7221.938,23.914,5386.771,17.837,49.421,0.164,303,40,72,92,139
False,318,14.681,7323.913,23.031,5357.015,16.846,57.116,0.18,319,48,48,106,165
True,320,14.925,7565.119,23.641,5683.582,17.761,51.812,0.162,321,51,55,105,161
True,321,14.929,7429.143,23.144,4853.666,15.12,56.147,0.175,322,48,49,110,163
True,321,14.993,7440.635,23.18,5567.098,17.343,45.342,0.141,322,47,65,107,150
True,324,15.135,7466.933,23.046,5479.807,16.913,59.349,0.183,325,53,59,108,158
True,311,14.425,7398.718,23.79,4975.885,16.0,54.167,0.174,312,50,55,104,153
True,306,14.161,7212.183,23.569,4562.377,14.91,57.925,0.189,307,55,68,100,139
True,307,14.458,7198.593,23.448,4648.618,15.142,54.758,0.178,308,46,49,107,152
True,318,14.725,7417.888,23.327,4689.292,14.746,49.841,0.157,319,40,47,111,161
True,306,14.218,7213.344,23.573,4867.187,15.906,53.509,0.175,307,47,58,102,147
False,314,14.583,7319.777,23.311,4741.977,15.102,61.09,0.195,315,50,50,107,158
True,317,14.843,7363.345,23.228,4766.236,15.035,55.253,0.174,318,45,53,109,156
True,318,15.262,7516.135,23.636,5911.729,18.59,52.434,0.165,319,47,66,100,153
True,293,13.933,6960.395,23.756,5099.755,17.405,47.934,0.164,294,52,71,91,132
True,305,14.342,7284.162,23.882,5264.797,17.262,50.435,0.165,306,42,52,109,145
True,308,14.405,7315.316,23.751,5469.448,17.758,50.948,0.165,309,40,59,105,145
True,294,13.659,7246.033,24.646,4294.521,14.607,52.031,0.177,295,38,69,94,132
True,293,13.74,7085.752,24.183,4522.209,15.434,48.88,0.167,294,47,69,93,132
True,315,14.59,7393.299,23.471,4762.03,15.118,51.097,0.162,316,44,44,113,159
True,315,14.671,7424.24,23.569,5000.018,15.873,53.187,0.169,316,47,57,106,153
True,306,14.113,7203.211,23.54,4674.83,15.277,49.949,0.163,307,49,73,101,133
True,301,14.099,7239.018,24.05,5043.029,16.754,51.473,0.171,302,50,51,102,149
True,313,14.579,7397.091,23.633,5013.903,16.019,56.351,0.18,314,41,49,107,158
True,307,14.356,7288.031,23.74,4940.88,16.094,53.149,0.173,308,40,43,112,153
True,306,14.243,7227.171,23.618,4082.123,13.34,53.474,0.175,307,41,50,108,149
True,302,14.098,7248.102,24.0,4945.089,16.374,54.135,0.179,303,49,49,107,147
False,215,10.019,4804.169,22.345,3133.7,14.575,36.218,0.168,216,31,17,87,112
True,301,13.921,7281.262,24.19,5565.632,18.49,43.041,0.143,302,47,65,97,140
