x,y
103.79032135009766,64.197509765625
103.77843475341797,64.19730377197266
103.73422241210938,64.1971435546875
103.69412231445312,64.19989013671875
103.67068481445312,64.20285034179688
103.62003326416016,64.21292114257812
103.56793975830078,64.22782135009766
103.53732299804688,64.2389907836914
103.47653198242188,64.26695251464844
103.44761657714844,64.28334045410156
103.38459014892578,64.32771301269531
103.35418701171875,64.35187530517578
103.28369140625,64.41104125976562
103.20269012451172,64.48497772216797
103.16668701171875,64.52007293701172
103.09243774414062,64.59688568115234
103.0190200805664,64.67924499511719
102.98169708251953,64.72042083740234
102.82475280761719,64.85204315185547
102.76165771484375,64.89205169677734
102.6270751953125,64.9602279663086
102.4852294921875,65.01419067382812
102.33341217041016,65.05851745605469
102.23644256591797,65.0804214477539
102.15208435058594,65.0950698852539
101.9629898071289,65.13240814208984
101.77394104003906,65.18828582763672
101.69266510009766,65.21534729003906
101.51611328125,65.28390502929688
101.34268188476562,65.36654663085938
101.18335723876953,65.4587173461914
101.10543823242188,65.5071792602539
100.91665649414062,65.61111450195312
100.72761535644531,65.69263458251953
100.53990936279297,65.75670623779297
100.34644317626953,65.8063735961914
100.14013671875,65.84066009521484
99.92909240722656,65.85497283935547
99.71517181396484,65.84580993652344
99.496337890625,65.82328033447266
99.38655853271484,65.81537628173828
99.13694763183594,65.81342315673828
98.90677642822266,65.83159637451172
98.77814483642578,65.8473892211914
98.51714324951172,65.8935775756836
98.25953674316406,65.96074676513672
98.1452407836914,65.99840545654297
97.90667724609375,66.09624481201172
97.694091796875,66.2099609375
97.5875473022461,66.2753677368164
97.36565399169922,66.4065933227539
97.1330337524414,66.5239028930664
96.89383697509766,66.62545776367188
96.6600112915039,66.7193603515625
96.40754699707031,66.81884002685547
96.27985382080078,66.86894226074219
96.02584838867188,66.96817779541016
95.90255737304688,67.01620483398438
95.64766693115234,67.1169204711914
95.36026000976562,67.24677276611328
95.23616027832031,67.31026458740234
94.980224609375,67.46049499511719
94.75083923339844,67.62297821044922
94.63836669921875,67.71566772460938
94.43067932128906,67.91352081298828
94.22636413574219,68.1127700805664
93.98982238769531,68.31717681884766
93.87985229492188,68.40119171142578
93.6493148803711,68.55721282958984
93.5268325805664,68.63008880615234
93.1378402709961,68.83757019042969
93.00003814697266,68.91825866699219
92.74889373779297,69.07776641845703
92.50223541259766,69.23307800292969
92.25482177734375,69.39665985107422
91.9967041015625,69.56807708740234
91.75035095214844,69.72808837890625
91.63020324707031,69.80597686767578
91.36454772949219,69.97809600830078
91.24270629882812,70.0570068359375
90.96331787109375,70.23786926269531
90.6646957397461,70.43113708496094
90.5296401977539,70.51649475097656
90.39453125,70.59795379638672
90.1116714477539,70.75276947021484
89.82615661621094,70.88518524169922
89.62937927246094,70.96167755126953
89.33106994628906,71.0552978515625
89.02711486816406,71.1494369506836
88.72322845458984,71.26209259033203
88.57518005371094,71.3260269165039
88.29031372070312,71.46769714355469
88.02090454101562,71.629150390625
87.75189208984375,71.826171875
87.51995086669922,72.01832580566406
87.28607940673828,72.2036361694336
86.98414611816406,72.41167449951172
86.7127456665039,72.58905792236328
86.3014144897461,72.85945892333984
86.02327728271484,73.04157257080078
85.89811706542969,73.12189483642578
85.60314178466797,73.30265808105469
85.33216857910156,73.47378540039062
85.0660400390625,73.64997100830078
84.78288269042969,73.83867645263672
84.64712524414062,73.92943572998047
84.38561248779297,74.11592864990234
84.14476013183594,74.30748748779297
83.90847778320312,74.52216339111328
83.80241394042969,74.6299057006836
83.7002944946289,74.7424087524414
83.470947265625,75.01056671142578
83.23274230957031,75.27180480957031
82.90998077392578,75.59674835205078
82.6832275390625,75.81999206542969
82.57979583740234,75.92984008789062
82.36052703857422,76.15109252929688
82.10836791992188,76.37635040283203
81.85530090332031,76.57888793945312
81.72750091552734,76.67168426513672
81.4593276977539,76.84475708007812
81.19634246826172,76.98617553710938
80.78270721435547,77.15116119384766
80.63015747070312,77.19402313232422
