x,y
103.79454803466797,64.19718933105469
103.78520965576172,64.197021484375
103.76517486572266,64.19667053222656
103.72535705566406,64.19786834716797
103.68726348876953,64.20205688476562
103.66350555419922,64.20611572265625
103.61209869384766,64.21820831298828
103.55147552490234,64.23821258544922
103.4811782836914,64.26982879638672
103.41404724121094,64.3099136352539
103.37989807128906,64.33464813232422
103.3052978515625,64.39466857910156
103.26873016357422,64.42598724365234
103.18268585205078,64.5008316040039
103.0761489868164,64.57355499267578
102.94176483154297,64.64019775390625
102.8682861328125,64.66809844970703
102.72462463378906,64.70867156982422
102.56438446044922,64.73919677734375
102.3859634399414,64.75814819335938
102.30219268798828,64.76178741455078
102.12312316894531,64.757568359375
101.93524932861328,64.73406219482422
101.74758911132812,64.7032241821289
101.64301300048828,64.69124603271484
101.43052673339844,64.68225860595703
101.20441436767578,64.68984985351562
101.09566497802734,64.696533203125
100.85250854492188,64.72323608398438
100.62113189697266,64.76569366455078
100.38389587402344,64.82962036132812
100.26789855957031,64.86952209472656
100.02999114990234,64.97294616699219
99.81446838378906,65.09764099121094
99.62482452392578,65.2413101196289
99.35091400146484,65.48908233642578
99.1489028930664,65.65690612792969
99.04137420654297,65.73695373535156
98.81172943115234,65.88626098632812
98.56255340576172,66.02025604248047
98.28977966308594,66.1387939453125
98.16018676757812,66.1857681274414
97.74065399169922,66.29824829101562
97.58848571777344,66.33436584472656
97.27969360351562,66.42090606689453
97.13146209716797,66.46936798095703
96.81422424316406,66.57861328125
96.35209655761719,66.74164581298828
96.20159912109375,66.79517364501953
95.88893127441406,66.90861511230469
95.57329559326172,67.03755187988281
95.4222640991211,67.10680389404297
95.10369873046875,67.27417755126953
94.80702209472656,67.46275329589844
94.66791534423828,67.56523132324219
94.39013671875,67.78646087646484
94.10211944580078,68.00685119628906
93.80085754394531,68.21174621582031
93.49148559570312,68.39482116699219
93.16002655029297,68.5595932006836
93.0094985961914,68.62403869628906
92.6402359008789,68.7512435913086
92.47853088378906,68.7940673828125
92.09087371826172,68.86229705810547
91.7364730834961,68.90615844726562
91.54705810546875,68.9312744140625
91.08338928222656,69.01219940185547
90.67945098876953,69.11347198486328
90.31106567382812,69.23544311523438
90.13365936279297,69.30647277832031
89.7825927734375,69.47615814208984
89.45750427246094,69.67654418945312
89.15117645263672,69.90391540527344
88.8548355102539,70.12934112548828
88.5386962890625,70.3530044555664
88.3837890625,70.45411682128906
88.02642059326172,70.66421508789062
87.64864349365234,70.85054016113281
87.31391143798828,70.98474884033203
87.13093566894531,71.04457092285156
86.76434326171875,71.13553619384766
86.3725357055664,71.18927764892578
85.99079895019531,71.2181625366211
85.57606506347656,71.25241088867188
85.1392822265625,71.30924987792969
84.94277954101562,71.3429183959961
84.5252914428711,71.43546295166016
84.1299819946289,71.55386352539062
83.92827606201172,71.62866973876953
83.37947845458984,71.89488220214844
83.21600341796875,71.99662780761719
82.90788269042969,72.22762298583984
82.64513397216797,72.47175598144531
82.2464370727539,72.88115692138672
81.98174285888672,73.14271545410156
81.84599304199219,73.26842498779297
81.392822265625,73.64391326904297
81.08370971679688,73.86158752441406
80.75306701660156,74.05935668945312
80.59196472167969,74.14283752441406
80.08045959472656,74.35090637207031
79.75146484375,74.43958282470703
79.38618469238281,74.49455261230469
79.21427154541016,74.50505828857422
78.85713195800781,74.4937973022461
78.51200103759766,74.43990325927734
78.14188385009766,74.3414077758789
77.95819854736328,74.28619384765625
77.5918960571289,74.177001953125
77.19532775878906,74.07255554199219
76.763671875,73.98662567138672
76.57601165771484,73.95838928222656
76.156982421875,73.91967010498047
75.2406997680664,73.96730041503906
74.80797576904297,74.06666564941406
74.36846160888672,74.202392578125
73.77717590332031,74.37283325195312
